,시도,시군구,월,일,경상자수,부상신고자수,중상자수,부상자수,사고건수,사망자수,연도
933,인천,옹진군,06월,08일,0,0,0,0,0,0,2018년
934,인천,옹진군,07월,08일,0,0,0,0,0,0,2018년
935,인천,옹진군,08월,08일,0,0,0,0,0,0,2018년
936,인천,옹진군,09월,08일,0,0,0,0,0,0,2018년
937,인천,옹진군,10월,08일,2,0,0,2,1,0,2018년
938,인천,옹진군,11월,08일,0,0,0,0,0,0,2018년
939,인천,옹진군,12월,08일,0,0,0,0,0,0,2018년
940,인천,중구,01월,08일,1,0,0,1,1,0,2018년
941,인천,중구,02월,08일,4,0,2,6,3,0,2018년
942,인천,중구,03월,08일,3,1,0,4,3,0,2018년
943,인천,중구,04월,08일,0,0,3,3,2,0,2018년
944,인천,중구,05월,08일,1,1,0,2,1,0,2018년
945,인천,중구,06월,08일,0,0,0,0,0,0,2018년
946,인천,중구,07월,08일,1,0,0,1,1,0,2018년
947,인천,중구,08월,08일,0,0,0,0,0,0,2018년
948,인천,중구,09월,08일,1,0,0,1,1,0,2018년
949,인천,중구,10월,08일,2,0,0,2,2,0,2018년
950,인천,중구,11월,08일,0,0,1,1,1,0,2018년
951,인천,중구,12월,08일,0,0,0,0,0,0,2018년
952,인천,강화군,01월,09일,1,0,0,1,1,0,2018년
953,인천,강화군,02월,09일,1,0,0,1,1,0,2018년
954,인천,강화군,03월,09일,0,0,1,1,1,0,2018년
955,인천,강화군,04월,09일,0,0,0,0,0,0,2018년
956,인천,강화군,05월,09일,0,0,0,0,0,0,2018년
957,인천,강화군,06월,09일,0,0,0,0,0,0,2018년
958,인천,강화군,07월,09일,0,0,0,0,0,0,2018년
959,인천,강화군,08월,09일,0,0,0,0,0,0,2018년
960,인천,강화군,09월,09일,0,0,0,0,0,0,2018년
961,인천,강화군,10월,09일,0,0,0,0,0,0,2018년
962,인천,강화군,11월,09일,1,0,0,1,1,0,2018년
963,인천,강화군,12월,09일,0,0,0,0,0,0,2018년
964,인천,계양구,01월,09일,1,0,0,1,1,0,2018년
965,인천,계양구,02월,09일,2,1,4,7,5,0,2018년
966,인천,계양구,03월,09일,0,0,0,0,0,0,2018년
967,인천,계양구,04월,09일,1,0,1,2,2,0,2018년
968,인천,계양구,05월,09일,2,0,0,2,2,0,2018년
969,인천,계양구,06월,09일,4,0,1,5,1,0,2018년
970,인천,계양구,07월,09일,1,0,1,2,2,0,2018년
971,인천,계양구,08월,09일,2,0,0,2,2,0,2018년
972,인천,계양구,09월,09일,4,1,1,6,4,0,2018년
973,인천,계양구,10월,09일,1,0,2,3,2,0,2018년
974,인천,계양구,11월,09일,2,0,0,2,2,0,2018년
975,인천,계양구,12월,09일,0,0,0,0,0,0,2018년
976,인천,남동구,01월,09일,12,1,3,16,10,0,2018년
977,인천,남동구,02월,09일,18,0,0,18,9,0,2018년
978,인천,남동구,03월,09일,2,0,0,2,2,0,2018년
979,인천,남동구,04월,09일,6,1,4,11,7,1,2018년
980,인천,남동구,05월,09일,6,0,2,8,6,0,2018년
981,인천,남동구,06월,09일,11,0,2,13,8,1,2018년
982,인천,남동구,07월,09일,4,0,0,4,3,0,2018년
983,인천,남동구,08월,09일,4,0,0,4,3,0,2018년
984,인천,남동구,09월,09일,5,0,3,8,6,0,2018년
985,인천,남동구,10월,09일,10,1,0,11,4,0,2018년
986,인천,남동구,11월,09일,3,0,0,3,2,0,2018년
987,인천,남동구,12월,09일,5,0,0,5,1,0,2018년
988,인천,동구,01월,09일,1,0,1,2,2,0,2018년
989,인천,동구,02월,09일,0,0,0,0,0,0,2018년
990,인천,동구,03월,09일,0,0,0,0,0,0,2018년
991,인천,동구,04월,09일,0,0,0,0,0,0,2018년
992,인천,동구,05월,09일,0,0,0,0,0,0,2018년
993,인천,동구,06월,09일,0,0,0,0,0,0,2018년
994,인천,동구,07월,09일,4,0,0,4,2,0,2018년
995,인천,동구,08월,09일,2,0,3,5,3,0,2018년
996,인천,동구,09월,09일,0,0,0,0,0,0,2018년
997,인천,동구,10월,09일,0,0,0,0,0,0,2018년
998,인천,동구,11월,09일,0,0,0,0,0,0,2018년
999,인천,동구,12월,09일,0,0,0,0,0,0,2018년
1000,인천,미추홀구,01월,09일,5,0,1,6,4,0,2018년
1001,인천,미추홀구,02월,09일,3,1,1,5,4,0,2018년
1002,인천,미추홀구,03월,09일,2,0,0,2,1,0,2018년
1003,인천,미추홀구,04월,09일,2,0,1,3,3,0,2018년
1004,인천,미추홀구,05월,09일,5,1,1,7,5,0,2018년
1005,인천,미추홀구,06월,09일,1,0,0,1,1,0,2018년
1006,인천,미추홀구,07월,09일,3,1,0,4,4,0,2018년
1007,인천,미추홀구,08월,09일,6,1,1,8,7,0,2018년
1008,인천,미추홀구,09월,09일,5,0,0,5,3,0,2018년
1009,인천,미추홀구,10월,09일,6,0,1,7,4,0,2018년
1010,인천,미추홀구,11월,09일,4,0,1,5,3,0,2018년
1011,인천,미추홀구,12월,09일,2,0,0,2,2,0,2018년
1012,인천,부평구,01월,09일,5,0,2,7,5,0,2018년
1013,인천,부평구,02월,09일,4,0,2,6,6,0,2018년
1014,인천,부평구,03월,09일,4,0,0,4,3,0,2018년
1015,인천,부평구,04월,09일,5,0,0,5,3,0,2018년
1016,인천,부평구,05월,09일,4,0,5,9,6,0,2018년
1017,인천,부평구,06월,09일,2,0,3,5,4,0,2018년
1018,인천,부평구,07월,09일,3,0,0,3,3,0,2018년
1019,인천,부평구,08월,09일,0,0,0,0,0,0,2018년
1020,인천,부평구,09월,09일,2,0,0,2,2,0,2018년
1021,인천,부평구,10월,09일,4,0,2,6,3,0,2018년
1022,인천,부평구,11월,09일,5,0,0,5,2,0,2018년
1023,인천,부평구,12월,09일,2,1,1,4,3,0,2018년
1024,인천,서구,01월,09일,4,1,3,8,7,0,2018년
1025,인천,서구,02월,09일,3,0,2,5,4,0,2018년
1026,인천,서구,03월,09일,1,0,0,1,1,0,2018년
1027,인천,서구,04월,09일,3,0,0,3,2,0,2018년
1028,인천,서구,05월,09일,1,0,0,1,1,0,2018년
1029,인천,서구,06월,09일,2,1,0,3,3,0,2018년
1030,인천,서구,07월,09일,2,0,2,4,4,0,2018년
1031,인천,서구,08월,09일,5,0,2,7,4,0,2018년
1032,인천,서구,09월,09일,0,0,0,0,0,0,2018년
1033,인천,서구,10월,09일,1,0,3,4,4,0,2018년
1034,인천,서구,11월,09일,5,0,2,7,5,0,2018년
1035,인천,서구,12월,09일,2,0,0,2,1,0,2018년
1036,인천,연수구,01월,09일,3,0,0,3,3,0,2018년
1037,인천,연수구,02월,09일,0,0,0,0,0,0,2018년
1038,인천,연수구,03월,09일,4,0,1,5,5,0,2018년
1039,인천,연수구,04월,09일,0,0,0,0,0,0,2018년
1040,인천,연수구,05월,09일,2,0,1,3,2,0,2018년
1041,인천,연수구,06월,09일,1,0,0,1,1,0,2018년
1042,인천,연수구,07월,09일,0,0,0,0,0,0,2018년
1043,인천,연수구,08월,09일,3,0,1,4,3,0,2018년
1044,인천,연수구,09월,09일,0,0,0,0,0,0,2018년
1045,인천,연수구,10월,09일,4,0,0,4,3,0,2018년
1046,인천,연수구,11월,09일,0,0,1,1,1,0,2018년
1047,인천,연수구,12월,09일,1,0,0,1,1,0,2018년
1048,인천,옹진군,01월,09일,0,0,0,0,0,0,2018년
1049,인천,옹진군,03월,09일,1,0,0,1,1,0,2018년
1050,인천,옹진군,04월,09일,0,0,0,0,0,0,2018년
1051,인천,옹진군,05월,09일,0,0,0,0,0,0,2018년
1052,인천,옹진군,06월,09일,0,0,0,0,0,0,2018년
1053,인천,옹진군,07월,09일,0,0,0,0,0,0,2018년
1054,인천,옹진군,08월,09일,0,0,0,0,0,0,2018년
1055,인천,옹진군,09월,09일,0,0,0,0,0,0,2018년
1056,인천,옹진군,10월,09일,0,0,0,0,0,0,2018년
1057,인천,옹진군,11월,09일,0,0,0,0,0,0,2018년
1058,인천,옹진군,12월,09일,0,0,0,0,0,0,2018년
1059,인천,중구,01월,09일,1,0,0,1,1,0,2018년
1060,인천,중구,02월,09일,0,0,0,0,0,0,2018년
1061,인천,중구,03월,09일,3,0,1,4,2,0,2018년
1062,인천,중구,04월,09일,5,0,2,7,2,0,2018년
1063,인천,중구,05월,09일,2,0,2,4,3,0,2018년
1064,인천,중구,06월,09일,0,0,0,0,0,0,2018년
1065,인천,중구,07월,09일,2,0,1,3,3,0,2018년
1066,인천,중구,08월,09일,2,0,2,4,2,0,2018년
1067,인천,중구,09월,09일,1,0,0,1,1,0,2018년
1068,인천,중구,10월,09일,10,0,0,10,5,0,2018년
1069,인천,중구,11월,09일,0,0,0,0,0,0,2018년
1070,인천,중구,12월,09일,0,0,0,0,0,0,2018년
1071,인천,강화군,01월,10일,0,0,0,0,0,0,2018년
1072,인천,강화군,02월,10일,1,0,0,1,1,0,2018년
1073,인천,강화군,03월,10일,0,0,0,0,0,0,2018년
1074,인천,강화군,04월,10일,0,0,0,0,0,0,2018년
1075,인천,강화군,05월,10일,1,0,0,1,1,0,2018년
1076,인천,강화군,06월,10일,2,0,1,3,1,0,2018년
1077,인천,강화군,07월,10일,0,0,1,1,1,0,2018년
1078,인천,강화군,08월,10일,6,0,1,7,3,0,2018년
1079,인천,강화군,09월,10일,0,0,0,0,0,0,2018년
1080,인천,강화군,10월,10일,1,0,0,1,1,0,2018년
1081,인천,강화군,11월,10일,0,0,0,0,0,0,2018년
1082,인천,강화군,12월,10일,0,0,1,1,1,0,2018년
1083,인천,계양구,01월,10일,3,0,2,5,5,0,2018년
1084,인천,계양구,02월,10일,0,0,0,0,0,0,2018년
1085,인천,계양구,03월,10일,4,0,1,5,3,0,2018년
1086,인천,계양구,04월,10일,1,0,0,1,1,0,2018년
1087,인천,계양구,05월,10일,4,0,3,7,5,0,2018년
1088,인천,계양구,06월,10일,0,0,0,0,0,0,2018년
1089,인천,계양구,07월,10일,0,0,0,0,1,1,2018년
1090,인천,계양구,08월,10일,4,0,2,6,4,0,2018년
1091,인천,계양구,09월,10일,2,1,1,4,4,0,2018년
1092,인천,계양구,10월,10일,2,0,0,2,2,0,2018년
1093,인천,계양구,11월,10일,1,0,0,1,1,0,2018년
1094,인천,계양구,12월,10일,2,0,1,3,3,0,2018년
1095,인천,남동구,01월,10일,18,0,3,21,13,0,2018년
1096,인천,남동구,02월,10일,3,0,0,3,3,0,2018년
1097,인천,남동구,03월,10일,6,0,1,7,5,0,2018년
1098,인천,남동구,04월,10일,5,0,4,9,6,0,2018년
1099,인천,남동구,05월,10일,6,0,2,8,5,0,2018년
1100,인천,남동구,06월,10일,5,0,2,7,4,0,2018년
1101,인천,남동구,07월,10일,7,1,1,9,6,0,2018년
1102,인천,남동구,08월,10일,0,0,0,0,0,0,2018년
1103,인천,남동구,09월,10일,11,0,0,11,8,0,2018년
1104,인천,남동구,10월,10일,4,0,2,6,4,0,2018년
1105,인천,남동구,11월,10일,1,1,0,2,2,0,2018년
1106,인천,남동구,12월,10일,10,0,0,10,6,0,2018년
1107,인천,동구,01월,10일,0,0,0,0,0,0,2018년
1108,인천,동구,02월,10일,0,0,0,0,0,0,2018년
1109,인천,동구,03월,10일,3,0,0,3,1,0,2018년
1110,인천,동구,04월,10일,0,0,0,0,0,0,2018년
1111,인천,동구,05월,10일,0,0,1,1,1,0,2018년
1112,인천,동구,06월,10일,0,0,0,0,0,0,2018년
1113,인천,동구,07월,10일,0,0,0,0,0,0,2018년
1114,인천,동구,08월,10일,0,1,1,2,2,0,2018년
1115,인천,동구,09월,10일,1,0,0,1,1,0,2018년
1116,인천,동구,10월,10일,0,0,0,0,0,0,2018년
1117,인천,동구,11월,10일,2,0,0,2,1,0,2018년
1118,인천,동구,12월,10일,0,0,0,0,0,0,2018년
1119,인천,미추홀구,01월,10일,3,1,0,4,4,0,2018년
1120,인천,미추홀구,02월,10일,2,2,1,5,5,0,2018년
1121,인천,미추홀구,03월,10일,8,0,0,8,5,0,2018년
1122,인천,미추홀구,04월,10일,1,0,0,1,1,0,2018년
1123,인천,미추홀구,05월,10일,0,0,0,0,0,0,2018년
1124,인천,미추홀구,06월,10일,4,2,1,7,5,0,2018년
1125,인천,미추홀구,07월,10일,6,1,3,10,4,1,2018년
1126,인천,미추홀구,08월,10일,1,1,0,2,2,0,2018년
1127,인천,미추홀구,09월,10일,5,0,2,7,7,0,2018년
1128,인천,미추홀구,10월,10일,9,0,3,12,4,1,2018년
1129,인천,미추홀구,11월,10일,0,0,1,1,1,0,2018년
1130,인천,미추홀구,12월,10일,2,0,0,2,2,0,2018년
1131,인천,부평구,01월,10일,5,0,1,6,5,0,2018년
1132,인천,부평구,02월,10일,8,0,2,10,6,0,2018년
1133,인천,부평구,03월,10일,6,0,2,8,4,0,2018년
1134,인천,부평구,04월,10일,7,1,5,13,6,0,2018년
1135,인천,부평구,05월,10일,4,0,2,6,4,0,2018년
1136,인천,부평구,06월,10일,3,0,1,4,3,0,2018년
1137,인천,부평구,07월,10일,8,0,0,8,3,0,2018년
1138,인천,부평구,08월,10일,7,0,0,7,3,0,2018년
1139,인천,부평구,09월,10일,6,2,1,9,5,0,2018년
1140,인천,부평구,10월,10일,1,0,3,4,4,0,2018년
1141,인천,부평구,11월,10일,6,1,1,8,4,0,2018년
1142,인천,부평구,12월,10일,4,0,0,4,3,0,2018년
1143,인천,서구,01월,10일,7,1,5,13,12,0,2018년
1144,인천,서구,02월,10일,6,0,5,11,6,0,2018년
1145,인천,서구,03월,10일,5,0,0,5,4,0,2018년
1146,인천,서구,04월,10일,2,0,0,2,2,0,2018년
1147,인천,서구,05월,10일,2,0,1,3,3,0,2018년
1148,인천,서구,06월,10일,9,0,1,10,5,0,2018년
1149,인천,서구,07월,10일,1,0,1,2,2,0,2018년
1150,인천,서구,08월,10일,6,1,3,10,4,0,2018년
1151,인천,서구,09월,10일,3,0,1,4,4,0,2018년
1152,인천,서구,10월,10일,3,1,0,4,3,0,2018년
1153,인천,서구,11월,10일,1,0,0,1,1,0,2018년
1154,인천,서구,12월,10일,2,0,1,3,3,0,2018년
1155,인천,연수구,01월,10일,6,0,1,7,4,0,2018년
1156,인천,연수구,02월,10일,2,1,5,8,7,0,2018년
1157,인천,연수구,03월,10일,8,0,1,9,3,0,2018년
1158,인천,연수구,04월,10일,2,0,0,2,2,0,2018년
1159,인천,연수구,05월,10일,0,0,3,3,2,0,2018년
1160,인천,연수구,06월,10일,0,0,1,1,1,0,2018년
1161,인천,연수구,07월,10일,4,0,1,5,3,0,2018년
1162,인천,연수구,08월,10일,4,0,0,4,3,0,2018년
1163,인천,연수구,09월,10일,1,0,0,1,1,0,2018년
1164,인천,연수구,10월,10일,0,0,1,1,1,0,2018년
1165,인천,연수구,11월,10일,0,0,1,1,1,0,2018년
1166,인천,연수구,12월,10일,1,0,2,3,3,0,2018년
1167,인천,옹진군,01월,10일,0,0,0,0,0,0,2018년
1168,인천,옹진군,03월,10일,0,0,0,0,0,0,2018년
1169,인천,옹진군,04월,10일,0,0,0,0,0,0,2018년
1170,인천,옹진군,05월,10일,0,0,0,0,0,0,2018년
1171,인천,옹진군,06월,10일,0,0,0,0,0,0,2018년
1172,인천,옹진군,07월,10일,0,0,0,0,0,0,2018년
1173,인천,옹진군,08월,10일,0,0,0,0,0,0,2018년
1174,인천,옹진군,09월,10일,0,0,0,0,0,0,2018년
1175,인천,옹진군,10월,10일,0,0,0,0,0,0,2018년
1176,인천,옹진군,11월,10일,0,0,0,0,0,0,2018년
1177,인천,옹진군,12월,10일,0,0,0,0,0,0,2018년
1178,인천,중구,01월,10일,0,0,1,1,1,0,2018년
1179,인천,중구,02월,10일,0,0,1,1,1,0,2018년
1180,인천,중구,03월,10일,0,0,0,0,0,0,2018년
1181,인천,중구,04월,10일,5,0,0,5,4,0,2018년
1182,인천,중구,05월,10일,0,1,0,1,1,0,2018년
1183,인천,중구,06월,10일,1,0,1,2,2,0,2018년
1184,인천,중구,07월,10일,5,0,2,7,5,0,2018년
1185,인천,중구,08월,10일,2,0,0,2,1,0,2018년
1186,인천,중구,09월,10일,1,1,0,2,1,0,2018년
1187,인천,중구,10월,10일,0,0,0,0,0,0,2018년
1188,인천,중구,11월,10일,0,0,0,0,0,0,2018년
1189,인천,중구,12월,10일,3,0,0,3,2,0,2018년
1190,인천,강화군,01월,11일,0,0,0,0,0,0,2018년
1191,인천,강화군,02월,11일,0,0,1,1,1,0,2018년
1192,인천,강화군,03월,11일,0,0,0,0,0,0,2018년
1193,인천,강화군,04월,11일,0,0,0,0,0,0,2018년
1194,인천,강화군,05월,11일,2,0,0,2,1,0,2018년
1195,인천,강화군,06월,11일,0,0,1,1,1,0,2018년
1196,인천,강화군,07월,11일,0,0,1,1,1,0,2018년
1197,인천,강화군,08월,11일,3,0,4,7,3,0,2018년
1198,인천,강화군,09월,11일,0,0,0,0,0,0,2018년
1199,인천,강화군,10월,11일,0,0,1,1,1,0,2018년
1200,인천,강화군,11월,11일,3,0,0,3,1,0,2018년
1201,인천,강화군,12월,11일,0,0,1,1,1,0,2018년
1202,인천,계양구,01월,11일,5,0,1,6,3,0,2018년
1203,인천,계양구,02월,11일,3,0,0,3,1,0,2018년
1204,인천,계양구,03월,11일,1,0,0,1,1,0,2018년
1205,인천,계양구,04월,11일,3,0,0,3,3,0,2018년
1206,인천,계양구,05월,11일,2,1,1,4,3,0,2018년
1207,인천,계양구,06월,11일,2,0,2,4,4,0,2018년
1208,인천,계양구,07월,11일,0,0,1,1,1,0,2018년
1209,인천,계양구,08월,11일,1,0,0,1,1,0,2018년
1210,인천,계양구,09월,11일,1,0,0,1,1,0,2018년
1211,인천,계양구,10월,11일,0,0,1,1,2,1,2018년
1212,인천,계양구,11월,11일,0,0,0,0,0,0,2018년
1213,인천,계양구,12월,11일,1,0,0,1,1,0,2018년
1214,인천,남동구,01월,11일,9,1,3,13,8,0,2018년
1215,인천,남동구,02월,11일,3,0,1,4,3,0,2018년
1216,인천,남동구,03월,11일,0,1,1,2,2,0,2018년
1217,인천,남동구,04월,11일,6,0,1,7,4,0,2018년
1218,인천,남동구,05월,11일,11,1,0,12,9,0,2018년
1219,인천,남동구,06월,11일,5,0,2,7,6,0,2018년
1220,인천,남동구,07월,11일,4,1,0,5,5,0,2018년
1221,인천,남동구,08월,11일,1,1,0,2,2,0,2018년
1222,인천,남동구,09월,11일,2,0,1,3,3,0,2018년
1223,인천,남동구,10월,11일,2,0,0,2,2,0,2018년
1224,인천,남동구,11월,11일,2,0,0,2,2,0,2018년
1225,인천,남동구,12월,11일,6,0,0,6,5,0,2018년
1226,인천,동구,01월,11일,0,0,0,0,0,0,2018년
1227,인천,동구,02월,11일,0,0,0,0,0,0,2018년
1228,인천,동구,03월,11일,0,0,0,0,0,0,2018년
1229,인천,동구,04월,11일,0,0,0,0,0,0,2018년
1230,인천,동구,05월,11일,1,0,0,1,1,0,2018년
1231,인천,동구,06월,11일,0,0,1,1,1,0,2018년
1232,인천,동구,07월,11일,1,0,0,1,1,0,2018년
1233,인천,동구,08월,11일,0,0,0,0,0,0,2018년
1234,인천,동구,09월,11일,0,0,0,0,0,0,2018년
1235,인천,동구,10월,11일,0,0,0,0,0,0,2018년
1236,인천,동구,11월,11일,1,0,0,1,1,0,2018년
1237,인천,동구,12월,11일,0,0,0,0,0,0,2018년
1238,인천,미추홀구,01월,11일,1,0,2,3,2,0,2018년
1239,인천,미추홀구,02월,11일,4,0,0,4,2,0,2018년
1240,인천,미추홀구,03월,11일,0,0,0,0,0,0,2018년
1241,인천,미추홀구,04월,11일,2,1,1,4,4,0,2018년
1242,인천,미추홀구,05월,11일,3,0,1,4,3,0,2018년
1243,인천,미추홀구,06월,11일,6,1,1,8,5,0,2018년
1244,인천,미추홀구,07월,11일,2,0,3,5,4,0,2018년
1245,인천,미추홀구,08월,11일,0,0,0,0,0,0,2018년
1246,인천,미추홀구,09월,11일,3,0,2,5,4,0,2018년
1247,인천,미추홀구,10월,11일,2,0,0,2,2,0,2018년
1248,인천,미추홀구,11월,11일,4,0,0,4,4,0,2018년
1249,인천,미추홀구,12월,11일,2,0,0,2,2,0,2018년
1250,인천,부평구,01월,11일,3,1,1,5,5,0,2018년
1251,인천,부평구,02월,11일,10,0,1,11,5,0,2018년
1252,인천,부평구,03월,11일,4,0,1,5,3,0,2018년
1253,인천,부평구,04월,11일,3,0,0,3,2,0,2018년
1254,인천,부평구,05월,11일,4,0,0,4,4,0,2018년
1255,인천,부평구,06월,11일,4,0,1,5,3,0,2018년
1256,인천,부평구,07월,11일,4,0,0,4,3,0,2018년
1257,인천,부평구,08월,11일,1,0,0,1,1,0,2018년
1258,인천,부평구,09월,11일,2,0,1,3,2,0,2018년
1259,인천,부평구,10월,11일,2,0,0,2,1,0,2018년
1260,인천,부평구,11월,11일,3,0,1,4,4,0,2018년
1261,인천,부평구,12월,11일,3,0,1,4,3,0,2018년
1262,인천,서구,01월,11일,4,2,2,8,8,0,2018년
1263,인천,서구,02월,11일,6,1,2,9,5,0,2018년
1264,인천,서구,03월,11일,4,0,0,4,3,0,2018년
1265,인천,서구,04월,11일,8,0,2,10,4,0,2018년
1266,인천,서구,05월,11일,2,2,3,7,5,0,2018년
1267,인천,서구,06월,11일,4,0,3,7,5,0,2018년
1268,인천,서구,07월,11일,3,0,1,4,3,0,2018년
1269,인천,서구,08월,11일,2,0,2,4,3,0,2018년
1270,인천,서구,09월,11일,3,0,0,3,1,0,2018년
1271,인천,서구,10월,11일,9,0,2,11,7,0,2018년
1272,인천,서구,11월,11일,3,0,1,4,3,0,2018년
1273,인천,서구,12월,11일,7,0,2,9,6,0,2018년
1274,인천,연수구,01월,11일,0,0,1,1,1,0,2018년
1275,인천,연수구,02월,11일,2,0,2,4,3,0,2018년
1276,인천,연수구,03월,11일,5,0,5,10,2,0,2018년
1277,인천,연수구,04월,11일,2,0,0,2,2,0,2018년
1278,인천,연수구,05월,11일,1,0,2,3,1,0,2018년
1279,인천,연수구,06월,11일,0,0,2,2,2,0,2018년
1280,인천,연수구,07월,11일,0,1,2,3,3,0,2018년
1281,인천,연수구,08월,11일,1,0,0,1,1,0,2018년
1282,인천,연수구,09월,11일,1,0,0,1,1,0,2018년
1283,인천,연수구,10월,11일,1,0,1,2,1,0,2018년
1284,인천,연수구,11월,11일,0,0,0,0,0,0,2018년
1285,인천,연수구,12월,11일,0,0,0,0,0,0,2018년
1286,인천,옹진군,01월,11일,0,0,0,0,0,0,2018년
1287,인천,옹진군,03월,11일,0,0,0,0,0,0,2018년
1288,인천,옹진군,04월,11일,0,0,0,0,0,0,2018년
1289,인천,옹진군,05월,11일,0,0,0,0,0,0,2018년
1290,인천,옹진군,06월,11일,0,0,0,0,0,0,2018년
1291,인천,옹진군,07월,11일,0,0,0,0,0,0,2018년
1292,인천,옹진군,08월,11일,2,0,0,2,1,0,2018년
1293,인천,옹진군,09월,11일,0,0,0,0,0,0,2018년
1294,인천,옹진군,10월,11일,0,0,0,0,0,0,2018년
1295,인천,옹진군,11월,11일,0,0,0,0,0,0,2018년
1296,인천,옹진군,12월,11일,0,0,0,0,0,0,2018년
1297,인천,중구,01월,11일,0,0,1,1,1,0,2018년
1298,인천,중구,02월,11일,1,0,1,2,2,0,2018년
1299,인천,중구,03월,11일,0,0,0,0,0,0,2018년
1300,인천,중구,04월,11일,0,0,0,0,0,0,2018년
1301,인천,중구,05월,11일,1,1,0,2,2,0,2018년
1302,인천,중구,06월,11일,1,0,0,1,1,0,2018년
1303,인천,중구,07월,11일,5,0,0,5,4,0,2018년
1304,인천,중구,08월,11일,1,1,2,4,2,0,2018년
1305,인천,중구,09월,11일,1,0,1,2,1,0,2018년
1306,인천,중구,10월,11일,0,0,0,0,0,0,2018년
1307,인천,중구,11월,11일,0,0,0,0,0,0,2018년
1308,인천,중구,12월,11일,3,0,1,4,3,0,2018년
1309,인천,강화군,01월,12일,0,0,2,2,2,0,2018년
1310,인천,강화군,02월,12일,0,0,1,1,1,0,2018년
1311,인천,강화군,03월,12일,0,0,0,0,0,0,2018년
1312,인천,강화군,04월,12일,1,0,0,1,1,0,2018년
1313,인천,강화군,05월,12일,1,0,0,1,1,0,2018년
1314,인천,강화군,06월,12일,0,0,0,0,0,0,2018년
1315,인천,강화군,07월,12일,0,0,0,0,0,0,2018년
1316,인천,강화군,08월,12일,0,0,0,0,0,0,2018년
1317,인천,강화군,09월,12일,1,0,0,1,1,0,2018년
1318,인천,강화군,10월,12일,2,0,1,3,3,0,2018년
1319,인천,강화군,11월,12일,0,0,0,0,0,0,2018년
1320,인천,강화군,12월,12일,0,0,0,0,0,0,2018년
1321,인천,계양구,01월,12일,3,0,0,3,3,1,2018년
1322,인천,계양구,02월,12일,5,0,0,5,3,0,2018년
1323,인천,계양구,03월,12일,1,0,1,2,3,1,2018년
1324,인천,계양구,04월,12일,2,0,0,2,2,0,2018년
1325,인천,계양구,05월,12일,4,0,2,6,4,0,2018년
1326,인천,계양구,06월,12일,0,0,1,1,1,0,2018년
1327,인천,계양구,07월,12일,1,0,0,1,1,0,2018년
1328,인천,계양구,08월,12일,4,0,0,4,2,0,2018년
1329,인천,계양구,09월,12일,3,0,2,5,4,0,2018년
1330,인천,계양구,10월,12일,2,0,0,2,1,0,2018년
1331,인천,계양구,11월,12일,1,0,2,3,2,0,2018년
1332,인천,계양구,12월,12일,2,1,0,3,2,0,2018년
1333,인천,남동구,01월,12일,13,0,1,14,10,0,2018년
1334,인천,남동구,02월,12일,10,1,0,11,5,0,2018년
1335,인천,남동구,03월,12일,2,0,1,3,3,0,2018년
1336,인천,남동구,04월,12일,3,0,2,5,5,0,2018년
1337,인천,남동구,05월,12일,11,0,1,12,8,0,2018년
1338,인천,남동구,06월,12일,10,0,2,12,10,0,2018년
1339,인천,남동구,07월,12일,1,0,0,1,1,0,2018년
1340,인천,남동구,08월,12일,5,0,1,6,5,0,2018년
1341,인천,남동구,09월,12일,7,1,7,15,7,0,2018년
1342,인천,남동구,10월,12일,4,1,0,5,4,0,2018년
1343,인천,남동구,11월,12일,4,0,0,4,3,0,2018년
1344,인천,남동구,12월,12일,4,1,0,5,4,0,2018년
1345,인천,동구,01월,12일,3,0,0,3,1,0,2018년
1346,인천,동구,02월,12일,0,0,0,0,0,0,2018년
1347,인천,동구,03월,12일,0,0,0,0,0,0,2018년
1348,인천,동구,04월,12일,1,0,0,1,1,0,2018년
1349,인천,동구,05월,12일,0,0,0,0,0,0,2018년
1350,인천,동구,06월,12일,0,0,0,0,0,0,2018년
1351,인천,동구,07월,12일,2,0,0,2,2,0,2018년
1352,인천,동구,08월,12일,0,0,0,0,0,0,2018년
1353,인천,동구,09월,12일,0,0,0,0,0,0,2018년
1354,인천,동구,10월,12일,0,0,0,0,0,0,2018년
1355,인천,동구,11월,12일,0,0,0,0,0,0,2018년
1356,인천,동구,12월,12일,0,0,0,0,0,0,2018년
1357,인천,미추홀구,01월,12일,9,2,2,13,10,0,2018년
1358,인천,미추홀구,02월,12일,6,0,0,6,4,0,2018년
1359,인천,미추홀구,03월,12일,4,0,1,5,4,0,2018년
1360,인천,미추홀구,04월,12일,3,1,0,4,3,0,2018년
1361,인천,미추홀구,05월,12일,0,1,0,1,1,0,2018년
1362,인천,미추홀구,06월,12일,2,1,0,3,2,0,2018년
1363,인천,미추홀구,07월,12일,6,0,1,7,3,0,2018년
1364,인천,미추홀구,08월,12일,2,0,0,2,2,1,2018년
1365,인천,미추홀구,09월,12일,1,0,1,2,2,0,2018년
1366,인천,미추홀구,10월,12일,1,0,0,1,1,0,2018년
1367,인천,미추홀구,11월,12일,1,0,0,1,1,0,2018년
1368,인천,미추홀구,12월,12일,1,1,2,4,4,0,2018년
1369,인천,부평구,01월,12일,6,1,2,9,7,1,2018년
1370,인천,부평구,02월,12일,3,0,1,4,3,0,2018년
